"Submitted","Product_name","Company","Company_other","Formulation","Formulation_other","AI_English","AI_English2","percentage","percentage2","Biocontrol","registration_number","FRAC","FRAC2","warning","Targetdiseases","disease_Suppress","targetdiseases_alt","lower_dose","targetdiseases_other","Disease_Suppress_other","higher_dose","Unitofapplication","unit_of_application_alt","recommended_dose","REI","REI2","PHI","PHI2","application_number","total_application","application_number2","total_application2","application_method","application_method_alt","Comments","price_estimate","Comments_Mizuho","Referencewebpage","labeldate","File","Page Title","FLabel","FSDS","Submitted Login","Submitted From",
"2017-12-05 16:34:05 +00:00","Luna Privilege	","Bayer CropScience","","No descriptions","N/A","Fluopyram","","41.5","","No"," 264-1078","7","","Caution","Botrytis, Other","Black rot, Eutypa (aka dead arm)","","6.0","Gray mold","","6.84","fl oz","","6.4","12","","7","","0","13.7","","","Spray application (Air), Chemigation/irrigation, Aerial","","For foliar application, to limit the potential for development of disease resistance to this
fungicide class, do not make more than 2 sequential applications of LUNA PRIVILEGE or any Group 7-containing fungicide before rotating with a fungicide from a different Group.
•For Soil Applications for resistance management the first foliar fungicide application after Luna Privilege should be from a different Group.","1","","https://home.agrian.com/","2016-04-01","","Grape Fungicide Entry Form (US)","LunaPrivilege_label.pdf","LunaPrivilege_MSDS.pdf","","204.111.240.50",
"2017-12-05 16:24:32 +00:00","Luna Experience	","Bayer CropScience","","Other","Suspension","Fluopyram","Tebuconazole","17.6","17.6","No"," 264-1091 ","7","3","Caution","Powdery mildew","","","6.0","","","8.6","fl oz","","7.3","12","","14","","2","34","","","Spray application (Air), Chemigation/irrigation, Aerial","","Regardless of formulation or method of application, do not apply more than 0.446 lbs Fluopyram or 0.900 lbs tebuconazole per acre per year, including soil and foliar uses.","1","","","2016-10-01","","Grape Fungicide Entry Form (US)","LunaExperience_Label.pdf","LunaExperience_MSDS.pdf","","204.111.240.50",
"2017-12-05 16:24:28 +00:00","Luna Experience	","Bayer CropScience","","Other","Suspension","Fluopyram","Tebuconazole","17.6","17.6","No"," 264-1091 ","7","3","Caution","Botrytis, Sour rot, Other","","","8.0","Gray mold","","8.6","fl oz","","8.3","12","","14","","2","34","","","Spray application (Air), Chemigation/irrigation, Aerial","","Regardless of formulation or method of application, do not apply more than 0.446 lbs Fluopyram or 0.900 lbs tebuconazole per acre per year, including soil and foliar uses.","1","","https://home.agrian.com/","2016-10-01","","Grape Fungicide Entry Form (US)","LunaExperience_Label.pdf","LunaExperience_MSDS.pdf","","204.111.240.50",
"2017-12-05 16:24:23 +00:00","Luna Experience	","Bayer CropScience","","Other","Suspension","Fluopyram","Tebuconazole","17.6","17.6","No"," 264-1091 ","7","3","Caution","Phomopsis (aka dead arm), Other","","","8.6","leaf spot","","8.6","fl oz","","8.6","12","","14","","2","34","","","Spray application (Air), Chemigation/irrigation, Aerial","","Regardless of formulation or method of application, do not apply more than 0.446 lbs Fluopyram or 0.900 lbs tebuconazole per acre per year, including soil and foliar uses.","1","","https://home.agrian.com/","2016-10-01","","Grape Fungicide Entry Form (US)","LunaExperience_Label.pdf","LunaExperience_MSDS.pdf","","204.111.240.50",
"2017-12-05 16:10:39 +00:00","Liquid Fruit Tree Spray	","Others","PBI/GORDON CORPORATION","No descriptions","N/A","Captan","Malathion","11.76","6","No","4-122-33955","M4","N/A","Warning","Black rot, Botrytis, Downy mildew","","","1.5","","","2.5","other","Tbs.","2","0","","7","","2","2 qts. of spray suspension per 100 sq.","","","Spray application (Air)","","Do not spray when temperature is greater than 85°F","1","","https://home.agrian.com/","2016-05-01","","Grape Fungicide Entry Form (US)","LiquidFruitTreeSpray_Label.pdf","Liquid_Fruit_Tree1_Spray_MSDS.pdf","","204.111.240.50",
"2017-12-05 16:10:39 +00:00","Liquid Fruit Tree Spray	","Others","PBI/GORDON CORPORATION","No descriptions","N/A","Captan","Malathion","11.76","6","No","4-122-33955","M4","N/A","Warning","Black rot, Botrytis, Downy mildew","","","1.5","","","2.5","other","Tbs.","2","0","","7","","2","2 qts. of spray suspension per 100 sq.","","","Spray application (Air)","","Do not spray when temperature is greater than 85°F","1","","https://home.agrian.com/","2016-05-01","","Grape Fungicide Entry Form (US)","LiquidFruitTreeSpray_Label.pdf","Liquid_Fruit_Tree1_Spray_MSDS.pdf","","204.111.240.50",
"2017-12-01 18:51:37 +00:00","Lime Sulfur Solution	","Tessenderio Kerley","","Concentrate solutions (C or LC)","N/A","Calcium Polysulfide","","29","","No","61842-30","M2","","Danger","Powdery mildew","","","4","","","10","gal","","7","48","","0","","0","66","","","Spray application (Air), Aerial","","DO NOT apply after 5:00 a.m. or during the day when maximum temperatures are expected to exceed 85oF or sulfur burn may occur. ","1","","https://home.agrian.com/","2016-06-29","","Grape Fungicide Entry Form (US)","Lime-Sulfur-Solution_Label.pdf","Lime_Sulfur_Solution1f_MSDS.pdf","","204.111.240.50",
"2017-12-01 18:51:33 +00:00","Lime Sulfur Solution	","Tessenderio Kerley","","Concentrate solutions (C or LC)","N/A","Calcium Polysulfide","","29","","No","61842-30","M2","","Danger","Phomopsis (aka dead arm)","","","15","","","20","gal","","17.5","48","","0","","0","66","","","Spray application (Air), Aerial","","DO NOT apply after 5:00 a.m. or during the day when maximum temperatures are expected to exceed 85F or sulfur burn may occur. ","1","","https://home.agrian.com/","2016-06-29","","Grape Fungicide Entry Form (US)","Lime-Sulfur-Solution_Label.pdf","Lime_Sulfur_Solution1f_MSDS.pdf","","204.111.240.50",
"2017-12-01 18:30:48 +00:00","Kumulus DF	","Micro Flo Company","","No descriptions","N/A","Sulfur","","80","","No","51036-352","M2","","Caution","Phomopsis (aka dead arm), Powdery mildew","","","2","","","10","lb","","6","24","","0","","0","0","","","Spray application (Air), Chemigation/irrigation, Aerial","","","1","","https://home.agrian.com/","1999-11-02","","Grape Fungicide Entry Form (US)","Kumulus_Df_Ad_040804_Label.pdf","Kumulus_DF_MSDS.pdf","","204.111.240.50",
"2017-12-01 18:19:00 +00:00","Koverall	","Cheminova","","No descriptions","N/A","Mancozeb","","75","","No","67760-110","M3","","Caution","Black rot, Botrytis, Downy mildew, Phomopsis (aka dead arm)","","","1.5","","","4","lb","","2.75","24","","66","","0","24","","","Spray application (Air), Chemigation/irrigation, Aerial","","","1","","https://home.agrian.com/","2013-12-19","","Grape Fungicide Entry Form (US)","Koverall_Label.pdf","Koverall_MSDS.pdf","","204.111.240.50",
"2017-12-01 18:10:30 +00:00","Kocide 3000	","Certis USA","","No descriptions","N/A","Copper Hydroxide","","46.1","","No","91411-2-70051","M1","","Caution","Black rot, Downy mildew, Phomopsis (aka dead arm), Powdery mildew","","","0.75","","","1.5","lb","","1.25","48","","0","","0","66.7","","","Spray application (Air), Aerial","","","1","","https://home.agrian.com/","2014-03-20","","Grape Fungicide Entry Form (US)","Kocide3000_label.pdf","Kocide_3000_MSDS1f.pdf","","204.111.240.50",
"2017-12-01 18:04:52 +00:00","Kocide 2000	","Certis USA","","No descriptions","N/A","Copper Hydroxide","","53.8","","No","91411-1-70051","M1","","Warning","Black rot, Downy mildew, Phomopsis (aka dead arm), Powdery mildew","","","1.5","","","3","lb","","2.25","48","","0","","0","57.1","","","Spray application (Air), Aerial","","","1","","https://home.agrian.com/","2014-03-20","","Grape Fungicide Entry Form (US)","Kocide2000_Label.pdf","Kocide_2000_MSDS.pdf","","204.111.240.50",
"2017-12-01 17:56:22 +00:00","KENJA 400SC	","Summit Agro USA","","No descriptions","Suspension","Isofetamid","","36","","No","71512-22-88783","7","","Caution","Anthracnose, Botrytis, Powdery mildew","","","20","","","22","fl oz","","21","12","","14","","0","66","","","Spray application (Air), Chemigation/irrigation, Aerial","","","1","","https://home.agrian.com/","2017-04-20","","Grape Fungicide Entry Form (US)","KENJA400SC_Label.pdf","KENJA400SC_MSDS.pdf","","204.111.240.50",
"2017-12-01 17:27:09 +00:00","JMS Stylet-Oil	","JMS Flower Farms","","No descriptions","N/A"," Paraffinic oil","","97.1","","No","65564-1","NC","","Caution","Botrytis, Powdery mildew","","","1","","","2","gal","","1.5","4","","14 (for table grapes)","","0","0","","","Spray application (Air)","","DO not use copper and oil together with fruit present.
Do not apply sulfur within 10 days of an oil application.","1","","https://home.agrian.com/","2001-01-01","","Grape Fungicide Entry Form (US)","Jms_Stylet-Oil_2002_Label.pdf","Jms_Stylet-Oil_3194_MSDS.pdf","","204.111.240.50",
"2017-12-01 17:11:21 +00:00","Iprodione 4L AG	","Micro Flo Company","","No descriptions","N/A"," Iprodione","","41.6","","No","51036-340","2","","Caution","Botrytis","","","1","","","2","pt","","1.5","48","","7","","4","0","","","Spray application (Air), Aerial","","Apply in a minimum of 50 gallons of water per acre to achieve thorough coverage.
First application: Early mid-bloom. 1.0-2.0 pt/acre
Second Application: Before bunch closing. 1.5-2.0 pt/acre
Third Application: Veraison--When fruit begins to ripen. 1.5-2.0 pt/acre
Final Application: As needed before harvest. 1.5-2.0 pt/acre","1","","https://home.agrian.com/","2006-01-11","","Grape Fungicide Entry Form (US)","Iprodione-4L_Label.pdf","Iprodione_4l_MSDS.pdf","","204.111.240.50",
"2017-12-01 16:59:03 +00:00","Inspire Super	","Syngenta Crop Protection","","Concentrate solutions (C or LC)","N/A","Difenoconazole","Cyprodinil","8.4","24.1","No","100-1317","3","9","Caution","Alternaria, Angular leaf spot, Anthracnose, Black rot, Botrytis, Powdery mildew, Rotbrenner, Septoria, Other","","","16","Leaf Blight","","20","fl oz","","18","12","","14","","0","80","","","Spray application (Air), Soil application (drench)","","","1","","https://home.agrian.com/","2015-02-13","","Grape Fungicide Entry Form (US)","Inspire-Super_Label.pdf","Inspire_Super_MSDS.pdf","","204.111.240.50",
"2017-12-01 16:38:34 +00:00","Incognito 85 WDG	","Makhteshim Agan","","Water-Dispersible Granules or Dry Flowables (WDG or DF)","N/A","Thiophanate-methyl","","85","","No","66222-145","1","","Caution","Bitter rot, Black rot, Powdery mildew","","","0.6","","","1.2","lb","","0.9","48","","14","","0","3.2","","","Spray application (Air), Soil application (drench), Chemigation/irrigation, Aerial","","Use the lb/100 gal rate for dilute ground application.","1","","https://home.agrian.com/","2010-10-21","","Grape Fungicide Entry Form (US)","Incognito_85_WDG1l_Label.pdf","Incognito_85_WDG1f_MSDS.pdf","","204.111.240.50",
"2017-12-01 16:30:39 +00:00","Huma Gro Proud 3	","Others","Bio Huma Netics","No descriptions","N/A","Thyme Oil","","5.6","","No","N/A","NC","","Warning","Powdery mildew","","","0.5/15-25 gallon or water","","","1","qt","","0.75","0","","0","","0","0","","","Spray application (Air)","","","1","","https://home.agrian.com/","2016-03-07","","Grape Fungicide Entry Form (US)","HumaGroProud3_Label.pdf","Huma_Gro_Proud_3_MSDS.pdf","","204.111.240.50",
"2017-12-01 16:17:58 +00:00","Helena ProPhyt	","Helena Chemical","","No descriptions","N/A","Potassium phosphite","","54.50","","No","42519-22-5905","33","","Caution","Black rot, Downy mildew","Phomopsis (aka dead arm)","","2","","","4","pt","","3","4","","0","","0","0","","","Spray application (Air), Chemigation/irrigation",""," Do not exceed spray solution concentration of 0.5%.","1","","https://home.agrian.com/","2016-05-02","","Grape Fungicide Entry Form (US)","Helena-ProPhyt_Label.pdf","Helena_ProPhyt_MSDS.pdf","","204.111.240.50",
"2017-12-01 16:05:23 +00:00","Glacial Spray Fluid	","Loveland Products","","No descriptions","N/A","Mineral Oil","","98.4","","No","34704-849","NC","","Caution","Powdery mildew","","","1","","","2","gal","","1.5","4","","60 (for table grapes)","","0","0","","","Spray application (Air), Soil application (drench), Aerial","","On grapes, do not tank mix oil and copper more than once/season. Do not use copper and oil together with fruit present.","1","","https://home.agrian.com/","2010-08-18","","Grape Fungicide Entry Form (US)","GlacialSprayFluid_label.pdf","Glacial-Spray-Fluid_MSDS.pdf","","204.111.240.50",
"2017-12-01 15:56:52 +00:00","GC-3 Fungicide	","JH Biotech","","No descriptions","N/A","Corn oil","Cottonseed oil","30","30","No","N/A","NC","NC","Caution","Powdery mildew","","","1","","","1","gal","","1","0","","0","","0","0","","","Spray application (Air)","","Mix 1 gallon of GC-3 concentrate per 100 gallons of spray water.","1","","https://home.agrian.com/","2017-01-27","","Grape Fungicide Entry Form (US)","GC-3_Fungicide_Label.pdf","GC-3_Fungicide1f_MSDS.pdf","","204.111.240.50",
"2017-12-01 15:45:53 +00:00","Gavel 75DF	","Gowan Company","","Water-Dispersible Granules or Dry Flowables (WDG or DF)","N/A","Mancozeb","Zoxamide","66.7","8.3","No","10163-6414","M3","22","Caution","Botrytis, Downy mildew, Phomopsis (aka dead arm)","","","2.0","","","2.5","lb","","2.25","48","","66","","6","15","","","Spray application (Air), Chemigation/irrigation, Aerial","","","1","","https://home.agrian.com/","2009-02-12","","Grape Fungicide Entry Form (US)","Gavel_75DF_Label.pdf","Gavel-75DF_MSDS.pdf","","204.111.240.50",
"2017-12-01 15:35:09 +00:00","Fungi-Phite	","Vedersian Life Sciences","","Concentrate solutions (C or LC)","N/A","Mono- and di-potassium salts of Phosphorous Acid","","45.5","","No","73771-5","33","","Caution","Downy mildew","Powdery mildew","","1.5","","","2","qt","","1.75","4","","0","","6","0","","","Spray application (Air), Aerial","","Funti-Phite is most effectively applied to control downy mildew when tank mixed with other registered fungicides.
Ground application-apply 1.2-2 qt./acre in a minimum of 50 gallon/acre of water","1","","https://home.agrian.com/","2015-12-22","","Grape Fungicide Entry Form (US)","Fungi-Phite_Label.pdf","Fungi-Phite_MSDS.pdf","","204.111.240.50",
"2017-12-01 15:34:38 +00:00","Fungi-Phite	","Vedersian Life Sciences","","Concentrate solutions (C or LC)","N/A","Mono- and di-potassium salts of Phosphorous Acid","","45.5","","No","73771-5","33","","Caution","Other","","","1","Root Rots","","1.5","qt","","1.25","4","","0","0","4","0","","","Spray application (Air), Chemigation/irrigation, Aerial","","Ground-Apply 1-2 qt./acre in a minimum of 50 gallon/acre of water
Chemigation-Apply 2 qt./acre in a minimum of 100 gallon/acre of water.  ","1","","https://home.agrian.com/","2015-12-22","","Grape Fungicide Entry Form (US)","Fungi-Phite_Label.pdf","Fungi-Phite_MSDS.pdf","","204.111.240.50",
"2017-12-01 15:16:53 +00:00","Fracture","FMC Corporation","","Concentrate solutions (C or LC)","N/A","Banda de Lupinus albus doce (BLAD)","","20","","Yes","84876-1-279","NC","","Caution","Powdery mildew","","","20.5","","","24.4","fl oz","","22","4","","1","","0","0","","","Spray application (Air), Chemigation/irrigation, Aerial","","","1","","https://home.agrian.com/","2015-09-16","","Grape Fungicide Entry Form (US)","Fracture_Label.pdf","Fracture_MSDS1f.pdf","","204.111.240.50",
"2017-12-01 15:16:21 +00:00","Fracture	","FMC Corporation","","Concentrate solutions (C or LC)","N/A","Banda de Lupinus albus doce (BLAD)","","20","","Yes","84876-1-279","NC","","Caution","Botrytis","","","24.4","","","36.6","fl oz","","30.4","4","","1","","0","0","","","Spray application (Air), Chemigation/irrigation, Aerial","","","1","","https://home.agrian.com/","2015-09-16","","Grape Fungicide Entry Form (US)","Fracture_Label.pdf","Fracture_MSDS1f.pdf","","204.111.240.50",
"2017-12-01 15:05:12 +00:00","Fosphite	","JH Biotech","","No descriptions","N/A","Mono- and dipotassium salts of Phosphorous Acid","","53","","No","68573-2","33","","Caution","Downy mildew, Powdery mildew","","","1","","","3","fl oz, qt","","2","4","","0","","0","0","","","Spray application (Air), Aerial","","","1","","https://home.agrian.com/","2012-01-01","","Grape Fungicide Entry Form (US)","Fosphite_Label1f.pdf","Fosphite_MSDS.pdf","","204.111.240.50",
"2017-12-01 15:05:04 +00:00","Fosphite	","JH Biotech","","No descriptions","N/A","Mono- and dipotassium salts of Phosphorous Acid","","53","","No","68573-2","33","","Caution","Fusarium, Other","","","1","Phytophthora","Pythium, Rhizoctonia","3","qt","","2","4","","0","","0","0","","","Spray application (Air), Chemigation/irrigation, Aerial, other","Root Dip, Trunk Injection","Root Dip-2 quarts/100 gallon of water, 2/3
fluid ounces/gallon of water. Apply as pre-plant dip to the roots for 15-30 minutes. Plant within 24 hours after dipping.
Trunk Injection-3 teaspoons / linear yard of
canopy width or 2 inch of trunk diameter at breast height (DBH) ","1","","https://home.agrian.com/","2012-01-01","","Grape Fungicide Entry Form (US)","Fosphite_Label1f.pdf","Fosphite_MSDS.pdf","","204.111.240.50",
"2017-12-01 14:48:05 +00:00","Forum(R) Fungicide	","BASF","","Other","Suspension","Dimethomorph","","43.5","","No","241-427","40","","Caution","Downy mildew","","","6","","","6","fl oz","","6","12","","14","","4","24","","","Spray application (Air), Chemigation/irrigation, Aerial","","","1","","https://home.agrian.com/","2015-04-26","","Grape Fungicide Entry Form (US)","ForumR_Label.pdf","ForumR_MSDS.pdf","","204.111.240.50",
"2017-12-01 14:40:48 +00:00","Fortuna 75 WDG	","Others","Agria Canada, Inc.","No descriptions","N/A","Mancozeb","","75","","No","89333-1","M3","","Caution","Black rot, Botrytis, Downy mildew, Phomopsis (aka dead arm)","","","1.5","","","4","lb","","2.75","24","","66","","0","24","","","Spray application (Air), Chemigation/irrigation, Aerial","","","1","","https://home.agrian.com/","2015-03-01","","Grape Fungicide Entry Form (US)","Fortuna_75_WDG_Label1.pdf","fortunamsds75wdg_MSDS.pdf","","204.111.240.50",
"2017-11-29 18:50:39 +00:00","Flint Fungicide	","Bayer CropScience","","No descriptions","N/A","Trifloxystrobin","","50","","No","264-777","11","","Caution","Downy mildew","","","4","","","4","oz","","4","12","","14","","2","24","","","Spray application (Air)","","","1","","https://home.agrian.com/","2014-11-14","","Grape Fungicide Entry Form (US)","Flint-50WG_Label.pdf","Flint_MSDS.pdf","","204.111.240.50",
"2017-11-29 18:50:21 +00:00","Flint Fungicide	","Bayer CropScience","","No descriptions","N/A","Trifloxystrobin","","50","","No","264-777","11","","Caution","Black rot, Botrytis, Phomopsis (aka dead arm)","","","3","","","3","oz","","3","12","","14","","2","24","","","Spray application (Air)","","","1","","https://home.agrian.com/","2014-11-14","","Grape Fungicide Entry Form (US)","Flint-50WG_Label.pdf","Flint_MSDS.pdf","","204.111.240.50",
"2017-11-29 18:49:57 +00:00","Flint Fungicide	","Bayer CropScience","","No descriptions","N/A","Trifloxystrobin","","50","","No","264-777","11","","Caution","Powdery mildew","Botrytis","","1.5","","","2","oz","","1.75","12","","14","","2","24","","","Spray application (Air)","","","1","","https://home.agrian.com/","2014-11-14","","Grape Fungicide Entry Form (US)","Flint-50WG_Label.pdf","Flint_MSDS.pdf","","204.111.240.50",
"2017-11-29 18:33:30 +00:00","Equation SC	","Cheminova","","Other","Suspension","Azoxystrobin","","22.8","","No","67760-124","11","","Caution","Black rot, Downy mildew, Phomopsis (aka dead arm), Powdery mildew","Botrytis","","10","","","15.5","lb","","12.5","4","","14","","0","92.3","","","Spray application (Air), Chemigation/irrigation, Aerial","","","1","","https://home.agrian.com/","2013-09-09","","Grape Fungicide Entry Form (US)","EQUATION_SC_Label.pdf","EquationSD_MSDS.pdf","","204.111.240.50",
"2017-11-29 18:14:19 +00:00","Endura(R) Fungicide	","BASF","","Water-Dispersible Granules or Dry Flowables (WDG or DF)","N/A","Boscalid","","70","","No","7969-197","7","","Warning","Powdery mildew","","","4.5","","","4.5","oz","","4.5","12","","14","","5","24","","","Spray application (Air), Aerial","","","1","","https://home.agrian.com/","2016-04-01","","Grape Fungicide Entry Form (US)","EnduraR_Label.pdf","EnduraR_Fungicide1i_MSDS.pdf","","204.111.240.50",
"2017-11-29 18:14:13 +00:00","Endura(R) Fungicide	","BASF","","Water-Dispersible Granules or Dry Flowables (WDG or DF)","N/A","Boscalid","","70","","No","7969-197","7","","Warning","Botrytis","","","8","","","8","oz","","8","12","","14","","3","24","","","Spray application (Air), Aerial","","","1","","","2016-04-01","","Grape Fungicide Entry Form (US)","EnduraR_Label.pdf","EnduraR_Fungicide1i_MSDS.pdf","","204.111.240.50",
"2017-11-29 17:54:54 +00:00","Elevate 50WDG	","Alysta LifeScience North America","","No descriptions","N/A","Fenhexamid","","50","","No","66330-35","17","","Caution","Botrytis, Powdery mildew","","","1","","","1","lb","","1","12","","0","","2","3","","","Spray application (Air)","","","1","","https://home.agrian.com/","2015-02-11","","Grape Fungicide Entry Form (US)","Elevate_50WDG1_Label.pdf","Elevate_50WDG1_MSDS.pdf","","204.111.240.50",
"2017-11-29 17:38:26 +00:00","Eagle 20EW	","Dow AgroSciences","","No descriptions","N/A","myclobutanil: a-butyl-a-(chlorophenyl)-1H-1,2,4,triazole-1-propanenitrile","","19.7","","No","62719-463","3","","Caution","Anthracnose, Black rot, Powdery mildew","","","6","","","10","fl oz","","8","24","","14","","0","46","","","Spray application (Air)","","","1","","https://home.agrian.com/","2011-09-21","","Grape Fungicide Entry Form (US)","DAS_Eagle20EW_Label.pdf","Eagle-20EW_MSDS.pdf","","204.111.240.50",
"2017-11-29 16:34:22 +00:00","DuPont Tanos Fungicide	","E. I. duPont de Numerous","","Water-Dispersible Granules or Dry Flowables (WDG or DF)","N/A","Cymoxanil"," Famoxadone","25","25","No","352-604","11","27","Caution","Downy mildew","","","8","","","8","oz","","8","12","","30","","9","72","","","Spray application (Air)","","","1","","https://home.agrian.com/","2011-05-20","","Grape Fungicide Entry Form (US)","DUPONT-TANOS_Label.pdf","DuPont_Tanos_Fungicide_MSDS.pdf","","204.111.240.50",
"2017-11-29 16:25:50 +00:00","DuPont Kocide 3000 Fungicide/Bactericide	","E. I. duPont de Numerous","","No descriptions","N/A","Copper Hydroxide","","46.1","","No","352-662","M1","","Caution","Black rot, Downy mildew, Phomopsis (aka dead arm), Powdery mildew","","","0.75","","","1.75","lb","","1.25","48","","0","","0","66.7","","","Spray application (Air), Aerial","","","1","","https://home.agrian.com/","2011-01-14","","Grape Fungicide Entry Form (US)","DUPONT-KOCIDE-3000_Label.pdf","DuPont_Kocide1_3000_MSDS.pdf","","204.111.240.50",
"2017-11-29 16:18:27 +00:00","DuPont Kocide 2000 Fungicide/Bactericide	","E. I. duPont de Numerous","","No descriptions","N/A"," Copper Hydroxide","","53.8","","No","352-656","M1","","Caution","Black rot, Downy mildew, Phomopsis (aka dead arm), Powdery mildew","","","1.5","","","3","lb","","2.25","48","","0","","0","57.1","","","Spray application (Air), Aerial","","","1","","https://home.agrian.com/","2011-01-14","","Grape Fungicide Entry Form (US)","DUPONT-KOCIDE-2000_Label.pdf","DuPont_Kocide1_2000_MSDS.pdf","","204.111.240.50",
"2017-11-29 16:05:27 +00:00","Drexel Suffa","Drexel Chemical Company","","Concentrate solutions (C or LC)","N/A","Elemental sulfur","","52","","No","19713-39","M2","","Caution","Phomopsis (aka dead arm), Powdery mildew","","","0.8","","","1","gal","","0.9","24","","0","","0","0","","","Spray application (Air), Chemigation/irrigation, Aerial","","","1","","https://home.agrian.com/","2016-08-10","","Grape Fungicide Entry Form (US)","Drexel-SuffaR_Label.pdf","Drexel_SuffaR1i_MSDS.pdf","","204.111.240.50",
"2017-11-29 15:53:42 +00:00","Drexel Phiticide	","Drexel Chemical Company","","Concentrate solutions (C or LC)","N/A","Mono- and dibasic sodium, potassium, and ammonium phosphites","","56.2","","No","19713-625","33","","Caution","Downy mildew","","","2.5","","","5","pt","","3.75","4","","0","","0","0","","","Spray application (Air), Chemigation/irrigation, Aerial","","","1","","https://home.agrian.com/","2016-08-10","","Grape Fungicide Entry Form (US)","Drexel_Phiticide2TM_Label.pdf","Drexel_PhiticideTM1g_MSDS.pdf","","204.111.240.50",
"2017-11-29 15:29:31 +00:00","Drexel KOP-Hydroxide 50W	","Drexel Chemical Company","","Soluble Powders (SP or WSP)","N/A","Copper Hydroxide","","77","","No","19713-321","M1","","Danger","Black rot, Downy mildew, Phomopsis (aka dead arm), Powdery mildew, Other","","","2","leaf spot","","2","fl oz, lb","","2","48","","0","","0","40","","","Spray application (Air), Aerial","","THIS PRODUCT SHOULD NOT BE APPLIED IN A SPRAY
SOLUTION HAVING A pH LESS THAN 6.5 OR GREATER THAN 9.0 AS PHYTOTOXICITY MAY OCCUR","1","","https://home.agrian.com/","2017-05-26","","Grape Fungicide Entry Form (US)","Drexel_KOPHydroxide50W_Label.pdf","Drexel_KOP-Hydroxide_50W_MSDS2.pdf","","204.111.240.50",
"2017-11-29 15:21:50 +00:00","Drexel KOP-Hydroxide	","Drexel Chemical Company","","Flowables (F or L)","N/A","Copper hydroxide","","37.5","","No","19713-301","M1","","Caution","Black rot, Downy mildew, Phomopsis (aka dead arm), Powdery mildew","","","1.3","","","2.7","pt","","2","24","","0","","0","54.6","","","Spray application (Air), Aerial","","","1","","https://home.agrian.com/","2016-08-10","","Grape Fungicide Entry Form (US)","DrexelKOPHydroxide_Label.pdf","Drexel_KOP1u-HydroxideTM_MSDS.pdf","","204.111.240.50",
"2017-11-29 14:45:23 +00:00","Drexel Captan 80 WDG	","Drexel Chemical Company","","Water-Dispersible Granules or Dry Flowables (WDG or DF)","N/A","Captan","","80","","No","19713-652","M4","","Danger","Downy mildew, Phomopsis (aka dead arm), Other","Black rot","","1.25","leaf spot","","2.5","lb","","2","48","","0","","0","0","0","","Spray application (Air), Aerial","","","1","","https://home.agrian.com/","2017-09-15","","Grape Fungicide Entry Form (US)","Captan_80WDG_Label.pdf","Drexel_Captan_80_WDG1n_MSDS.pdf","","204.111.240.50",
"2017-11-29 14:45:19 +00:00","Drexel Captan 80 WDG	","Drexel Chemical Company","","Water-Dispersible Granules or Dry Flowables (WDG or DF)","N/A","Captan","","80","","No","19713-652","M4","","Danger","Botrytis","","","2.5","","","2.5","lb","","2.5","48","","0","","0","0","","","Spray application (Air), Aerial",""," Make 2 applications before bloom and one immediately after bloom. Repeat periodically making 3 cover applications before the bunches close.","1","","https://home.agrian.com/","2017-09-15","","Grape Fungicide Entry Form (US)","Captan_80WDG_Label.pdf","Drexel_Captan_80_WDG1n_MSDS.pdf","","204.111.240.50",
"2017-11-29 14:36:02 +00:00","Drexel Captan 50W	","Drexel Chemical Company","","Soluble Powders (SP or WSP)","N/A","Captan","","49.25","","No","19713-235","M4","","Warning","Botrytis","","","4","","","4","fl oz, lb","","4","48","","0","","0","0","","","Spray application (Air)","","Make 2 applications before bloom and 1 immediately after bloom. Repeat periodically, making 3 cover applications before the bunches close.","1","","https://home.agrian.com/","2016-08-10","","Grape Fungicide Entry Form (US)","Drexel_Captan_50W1_Label.pdf","Drexel_Captan_50W1d_MSDS.pdf","","204.111.240.50",
"2017-11-29 14:35:58 +00:00","Drexel Captan 50W	","Drexel Chemical Company","","Soluble Powders (SP or WSP)","N/A","Captan","","49.25","","No","19713-235","M4","","Warning","Downy mildew, Phomopsis (aka dead arm), Other","Black rot","","2","leaf spot","","4","lb","","3","48","","0","","0","0","","","Spray application (Air)","","","1","","https://home.agrian.com/","2016-08-10","","Grape Fungicide Entry Form (US)","Drexel_Captan_50W1_Label.pdf","Drexel_Captan_50W1d_MSDS.pdf","","204.111.240.50",
"2017-11-27 18:52:45 +00:00","Drexel Captan 4L","Drexel Chemical Company","","No descriptions","N/A","Captan","","37.99","","No","19713-156","M4","","Danger","Botrytis","","","2","","","2","qt","","2","48","","0","","0","0","","","Spray application (Air), Aerial","","","1","","https://home.agrian.com/","2015-05-04","","Grape Fungicide Entry Form (US)","Captan4L.pdf","Captan1a_4L_MSDS.pdf","","204.111.240.50",
"2017-11-27 18:52:39 +00:00","Drexel Captan 4L","Drexel Chemical Company","","No descriptions","N/A","Captan","","37.99","","No","19713-156","M4","","Danger","Black rot, Downy mildew","Phomopsis (aka dead arm)","","0.75","","","2","qt","","1.5","48","","0","","0","0","","","Spray application (Air), Aerial","","","1","","https://home.agrian.com/","2015-05-04","","Grape Fungicide Entry Form (US)","Captan4L.pdf","Captan1a_4L_MSDS.pdf","","204.111.240.50",
